Last Date Sold,Latitude,Longitude,Zip,Price,Price Per Sq. Ft.,Footage,Lot Area,Beds,Baths,Address,Listing URL,Short Address,City,State,Raw Property Details,Date Scraped,Broker Name,Status,Type,Raw Rent Details,Lowest Rent,Highest Rent,Rent Zestimate,Zestimate,Tax Assessed Value (Most Recent),Date Price Last Changed,Price Change,Currency,Most Recent Date Listed for Sale,Days on the Market (For Sale),Days on Zillow,MLS Id,Broker Phone,Listed By,Lister Phone,Agent Name,Agent Phone,Agent Email,Co-Agent Name,Co-Agent Phone,Buyer Agent Fee,Association Name,Association Fee,Monthly HOA Fees,Year Built,Stories,Heating,Cooling,Fireplaces,Flooring,Foundation,Garage Capacity,Sewer,Subdivision,Zoning Desc.,Property Condition,Roof Type,Virtual Tour,MLS Source,Parcel Id,Favorite Count,Page Views,Tax Paid (Most Recent),Has Private Pool,Pool Features
12/03/2021,40.496487,-74.40595,8817,455000,217,2099,22498.74,5,3,"70 Lloyd St, Edison, NJ 08817",https://www.zillow.com/homedetails/70-Lloyd-St-Edison-NJ-08817/39068644_zpid/,,,,5 bds | 3 ba | 2099 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,999 ",684600,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2021,40.535854,-74.36917,8840,490000,,,21775.64,3,2,"30 Kentnor St, Metuchen, NJ 08840",https://www.zillow.com/homedetails/30-Kentnor-St-Metuchen-NJ-08840/39089966_zpid/,,,,3 bds | 2 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,200 ",618200,,"Wed, 9/29/21","-15,100",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2021,40.532112,-74.3631,8840,805000,281,2860,20037.6,4,4,"72 Brunswick Ave, Metuchen, NJ 08840",https://www.zillow.com/homedetails/72-Brunswick-Ave-Metuchen-NJ-08840/39090634_zpid/,,,,4 bds | 4 ba | 2860 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,661 ",1041700,,"Sun, 10/3/21","-49,100",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2021,40.55958,-74.374245,8820,595000,378,1576,19998.4,3,2,"8 Mulberry Ln, Edison, NJ 08820",https://www.zillow.com/homedetails/8-Mulberry-Ln-Edison-NJ-08820/39075881_zpid/,,,,3 bds | 2 ba | 1576 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,699 ",747900,,"Fri, 10/1/21","-14,999",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2021,40.560673,-74.37785,8820,535000,,,11038.1,3,2,"3971 Park Ave, Edison, NJ 08820",https://www.zillow.com/homedetails/3971-Park-Ave-Edison-NJ-08820/39080727_zpid/,,,,3 bds | 2 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$8,479 ",,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2021,40.56837,-74.37953,8820,650000,,,74705.4,5,2,"15 Harding Ave, Edison Twp., NJ 08820-2527",https://www.zillow.com/homedetails/15-Harding-Ave-Edison-NJ-08820/39081015_zpid/,,,,5 bds | 2 ba ,"Sun, 6/2/24",C-21 John Anthony,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,637 ",865700,,"Tue, 9/21/21","-25,000",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2021,40.30697,-74.64703,8540,666500,305,2184,26998.49,3,3,"32 Nestlewood Way, Princeton, NJ 08540",https://www.zillow.com/homedetails/32-Nestlewood-Way-Princeton-NJ-08540/68301915_zpid/,,,,3 bds | 3 ba | 2184 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,975 ",839600,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2021,40.567917,-74.39059,8820,925000,330,2807,15450.73,0,,"60 Salem St, Edison, NJ 08820",https://www.zillow.com/homedetails/60-Salem-St-Edison-NJ-08820/338699441_zpid/,,,,Studio | 2807 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,898 ",1119400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2021,40.517406,-74.3975,8817,385000,,,14248.48,3,2,"23 Matson Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/23-Matson-Rd-Edison-NJ-08817/39082552_zpid/,,,,3 bds | 2 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,300 ",515400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2021,40.54273,-74.37542,8840,516000,327,1578,16801.09,4,2,"5 Houston St, Metuchen, NJ 08840",https://www.zillow.com/homedetails/5-Houston-St-Metuchen-NJ-08840/39088188_zpid/,,,,4 bds | 2 ba | 1578 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,499 ",675900,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2021,40.599365,-74.377335,8820,575000,302,1906,51139.44,4,3,"22 Annette Dr, Edison, NJ 08820",https://www.zillow.com/homedetails/22-Annette-Dr-Edison-NJ-08820/39069594_zpid/,,,,4 bds | 3 ba | 1906 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,198 ",785400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2021,40.350136,-74.58606,8536,702000,298,2358,20320.74,4,3,"16 Mackenzie Ln, Plainsboro, NJ 08536",https://www.zillow.com/homedetails/16-Mackenzie-Ln-Plainsboro-NJ-08536/39152326_zpid/,,,,4 bds | 3 ba | 2358 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,824 ",899700,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2021,40.28962,-74.65146,8550,830000,,,24999.08,4,3,"3 Jamieson Pl, West Windsor Twp., NJ 08550-5405",https://www.zillow.com/homedetails/3-Jamieson-Pl-Princeton-Junction-NJ-08550/39035930_zpid/,,,,4 bds | 3 ba ,"Sun, 6/2/24",Bhhs - New Jersey Properties,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,820 ",1156400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2021,40.2878,-74.626724,8550,1060000,310,3418,21749.51,4,5,"24 Le Parc Ct, West Windsor, NJ 08550",https://www.zillow.com/homedetails/24-Le-Parc-Ct-West-Windsor-NJ-08550/39036267_zpid/,,,,4 bds | 5 ba | 3418 sqft,"Sun, 6/2/24",Keller Williams Premier,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$7,028 ",1394400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2021,40.30119,-74.61105,8550,725000,233,3106,11325.6,5,3,"37 Van Wyck Dr, Princeton Junction, NJ 08550",https://www.zillow.com/homedetails/37-Van-Wyck-Dr-Princeton-Junction-NJ-08550/39036700_zpid/,,,,5 bds | 3 ba | 3106 sqft,"Sun, 6/2/24",Weichert Realtors-Princeton Junction,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,800 ",1006000,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2021,40.26996,-74.60509,8550,1250000,261,4798,19963.55,5,5,"2 Britt Ct, West Windsor, NJ 08550",https://www.zillow.com/homedetails/2-Britt-Ct-West-Windsor-NJ-08550/39039043_zpid/,,,,5 bds | 5 ba | 4798 sqft,"Sun, 6/2/24",Keller Williams Premier,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$8,479 ",1692300,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2021,40.303432,-74.64221,8540,975000,298,3267,26981.06,5,4,"2 Craftwood Dr, Princeton, NJ 08540",https://www.zillow.com/homedetails/2-Craftwood-Dr-Princeton-NJ-08540/87965990_zpid/,,,,5 bds | 4 ba | 3267 sqft,"Sun, 6/2/24",BHHS Fox & Roach Hopewell Valley,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$6,368 ",1277700,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2021,40.600563,-74.343376,8820,575000,351,1638,15002.06,5,3,"239 W Prescott Ave, Edison, NJ 08820",https://www.zillow.com/homedetails/239-W-Prescott-Ave-Edison-NJ-08820/39079525_zpid/,,,,5 bds | 3 ba | 1638 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,246 ",786300,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2021,40.60393,-74.33947,8820,826800,359,2300,16099.78,4,5,"189 Normandy Rd, Edison, NJ 08820",https://www.zillow.com/homedetails/189-Normandy-Rd-Edison-NJ-08820/39079662_zpid/,,,,4 bds | 5 ba | 2300 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,414 ",1004900,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,40.53867,-74.409294,8817,680000,300,2269,29999.77,5,3,"18 Traci Ln, Edison, NJ 08817",https://www.zillow.com/homedetails/18-Traci-Ln-Edison-NJ-08817/39062396_zpid/,,,,5 bds | 3 ba | 2269 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,475 ",840200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,40.511955,-74.365746,8817,469000,,,35719.2,4,2,"4 Clausen Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/4-Clausen-Rd-Edison-NJ-08817/39068241_zpid/,,,,4 bds | 2 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,534 ",573400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,40.54126,-74.37535,8840,668000,351,1904,41382,4,2,"36 Finch St, Metuchen, NJ 08840",https://www.zillow.com/homedetails/36-Finch-St-Metuchen-NJ-08840/39088759_zpid/,,,,4 bds | 2 ba | 1904 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,305 ",808000,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,40.54234,-74.35734,8840,469000,,,16199.96,2,1,"4 Pleasant Pl, Metuchen, NJ 08840",https://www.zillow.com/homedetails/4-Pleasant-Pl-Metuchen-NJ-08840/178607616_zpid/,,,,2 bds | 1 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,500 ",573000,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,40.555088,-74.36928,8820,750000,249,3014,14884.45,5,4,"12 Edgewood Rd, Edison, NJ 08820",https://www.zillow.com/homedetails/12-Edgewood-Rd-Edison-NJ-08820/39074239_zpid/,,,,5 bds | 4 ba | 3014 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$6,055 ",1118500,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,40.560513,-74.3557,8820,680000,272,2500,17158.28,4,3,"21 Turner Ave, Edison, NJ 08820",https://www.zillow.com/homedetails/21-Turner-Ave-Edison-NJ-08820/39076711_zpid/,,,,4 bds | 3 ba | 2500 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,013 ",927600,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,40.405083,-74.546936,8852,523000,178,2936,28314,5,5,"6 Major Rd, Monmouth Junction, NJ 08852",https://www.zillow.com/homedetails/6-Major-Rd-Monmouth-Junction-NJ-08852/39171699_zpid/,,,,5 bds | 5 ba | 2936 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,681 ",861200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,40.349545,-74.585655,8536,605000,257,2358,15115.32,4,3,"12 Groendyke Ln, Plainsboro, NJ 08536",https://www.zillow.com/homedetails/12-Groendyke-Ln-Plainsboro-NJ-08536/39152328_zpid/,,,,4 bds | 3 ba | 2358 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,710 ",879200,,"Sat, 8/21/21","-6,000",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,40.33662,-74.58811,8536,976545,306,3187,23522.4,4,4,"2 Mahogany Ct, Plainsboro, NJ 08536",https://www.zillow.com/homedetails/2-Mahogany-Ct-Plainsboro-NJ-08536/64857952_zpid/,,,,4 bds | 4 ba | 3187 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$7,072 ",1314800,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2021,40.29659,-74.61659,8550,881000,336,2621,24829.2,4,3,"8 Brians Way, Princeton Junction, NJ 08550",https://www.zillow.com/homedetails/8-Brians-Way-Princeton-Junction-NJ-08550/39036547_zpid/,,,,4 bds | 3 ba | 2621 sqft,"Sun, 6/2/24","Queenston Realty, LLC",RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,606 ",1115500,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2021,40.505928,-74.3854,8817,405000,396,1024,38768.4,2,1,"17 Melville Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/17-Melville-Rd-Edison-NJ-08817/39067831_zpid/,,,,2 bds | 1 ba | 1024 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,500 ",478900,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2021,40.585423,-74.33868,8820,765000,,,11051.17,3,3,"18 Wood Acres Dr, Edison, NJ 08820",https://www.zillow.com/homedetails/18-Wood-Acres-Dr-Edison-NJ-08820/39073968_zpid/,,,,3 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,023 ",942200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2021,40.604866,-74.339775,8820,503000,,,19789.31,3,3,"217 Oxford Rd, Edison, NJ 08820",https://www.zillow.com/homedetails/217-Oxford-Rd-Edison-NJ-08820/39080449_zpid/,,,,3 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,599 ",652800,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2021,40.301857,-74.5824,8550,325000,110,2964,16199.96,4,3,"2 Madison Dr, West Windsor, NJ 08550",https://www.zillow.com/homedetails/2-Madison-Dr-West-Windsor-NJ-08550/39037154_zpid/,,,,4 bds | 3 ba | 2964 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,272 ",1049500,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2021,40.56911,-74.37689,8820,575000,371,1550,16491.82,3,2,"38 Homestead Rd, Edison, NJ 08820",https://www.zillow.com/homedetails/38-Homestead-Rd-Edison-NJ-08820/39080974_zpid/,,,,3 bds | 2 ba | 1550 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,499 ",734900,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2021,40.387432,-74.549324,8852,138000,77,1786,19998.4,3,2,"306 New Rd, Monmouth Junction, NJ 08852",https://www.zillow.com/homedetails/306-New-Rd-Monmouth-Junction-NJ-08852/39171959_zpid/,,,,3 bds | 2 ba | 1786 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,700 ",693000,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2021,40.39295,-74.52392,8852,420000,313,1344,44431.2,3,2,"663 Georges Rd, Monmouth Junction, NJ 08852",https://www.zillow.com/homedetails/663-Georges-Rd-Monmouth-Junction-NJ-08852/39172041_zpid/,,,,3 bds | 2 ba | 1344 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,300 ",544200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2021,40.38208,-74.58507,8852,1380000,281,4919,24999.08,0,,"27 Point Of Woods Dr, Monmouth Junction, NJ 08852",https://www.zillow.com/homedetails/27-Point-Of-Woods-Dr-Monmouth-Junction-NJ-08852/248884709_zpid/,,,,Studio | 4919 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$8,776 ",1589400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2021,40.302814,-74.60998,8550,500000,183,2734,19998.4,4,3,"3 S Mill Rd, Princeton Junction, NJ 08550",https://www.zillow.com/homedetails/3-S-Mill-Rd-Princeton-Junction-NJ-08550/39037570_zpid/,,,,4 bds | 3 ba | 2734 sqft,"Sun, 6/2/24",Keller Williams Real Estate - Princeton,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,400 ",743600,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2021,40.279877,-74.63361,8550,1100000,256,4296,13098.49,5,5,"17 Banff Dr, West Windsor, NJ 08550",https://www.zillow.com/homedetails/17-Banff-Dr-West-Windsor-NJ-08550/39038637_zpid/,,,,5 bds | 5 ba | 4296 sqft,"Sun, 6/2/24","Century 21 Abrams & Associates, Inc.",RECENTLY_SOLD,SINGLE_FAMILY,,,,"$7,255 ",1447700,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.537426,-74.40635,8817,365000,314,1162,19998.4,0,,"110 Ethel Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/110-Ethel-Rd-Edison-NJ-08817/39062345_zpid/,,,,Studio | 1162 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,999 ",686000,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.508934,-74.38596,8817,335000,,,17467.56,2,1,"284 Old Post Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/284-Old-Post-Rd-Edison-NJ-08817/39066250_zpid/,,,,2 bds | 1 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,500 ",427200,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.50058,-74.393105,8817,450000,308,1461,35283.6,3,2,"25 Scotland Ave, Edison, NJ 08817",https://www.zillow.com/homedetails/25-Scotland-Ave-Edison-NJ-08817/39069204_zpid/,,,,3 bds | 2 ba | 1461 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,300 ",568400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.537655,-74.37896,8817,202000,,,15359.26,0,,"1944 Raspberry Ct #1944, Edison, NJ 08817",https://www.zillow.com/homedetails/1944-Raspberry-Ct-1944-Edison-NJ-08817/2068789576_zpid/,,,,Studio ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,003 ",,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.53722,-74.37352,8840,611000,,,21775.64,6,3,"4 Michael Dr, Metuchen, NJ 08840",https://www.zillow.com/homedetails/4-Michael-Dr-Metuchen-NJ-08840/39088892_zpid/,,,,6 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,357 ",812600,,"Tue, 10/12/21","-39,100",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.57675,-74.36681,8820,613000,,,386115.84,4,3,"10 Wendy Ct, Edison, NJ 08820",https://www.zillow.com/homedetails/10-Wendy-Ct-Edison-NJ-08820/39072794_zpid/,,,,4 bds | 3 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,608 ",850700,,"Thu, 10/21/21","-20,000",$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.583347,-74.36273,8820,601000,332,1812,37317.85,3,3,"937 New Dover Rd, Edison, NJ 08820",https://www.zillow.com/homedetails/937-New-Dover-Rd-Edison-NJ-08820/39079774_zpid/,,,,3 bds | 3 ba | 1812 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,087 ",766000,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.5885,-74.34578,8820,790000,275,2874,14984.64,4,3,"8 Clinton Ave, Edison, NJ 08820",https://www.zillow.com/homedetails/8-Clinton-Ave-Edison-NJ-08820/39183544_zpid/,,,,4 bds | 3 ba | 2874 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,367 ",993100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.388313,-74.575874,8852,750000,240,3129,13050.58,4,4,"26 Joseph Ct, Monmouth Junction, NJ 08852",https://www.zillow.com/homedetails/26-Joseph-Ct-Monmouth-Junction-NJ-08852/39174218_zpid/,,,,4 bds | 4 ba | 3129 sqft,"Sun, 6/2/24","Century 21 Abrams & Associates, Inc.",RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,551 ",1023500,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.285458,-74.64019,8550,655000,248,2640,30378.74,4,3,"2 Greene Ct, West Windsor, NJ 08550",https://www.zillow.com/homedetails/2-Greene-Ct-West-Windsor-NJ-08550/39035879_zpid/,,,,4 bds | 3 ba | 2640 sqft,"Sun, 6/2/24",BHHS Fox & Roach - Princeton,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,500 ",920300,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2021,40.283962,-74.61262,8550,530000,274,1936,19201.25,3,2,"137 S Mill Rd, West Windsor, NJ 08550",https://www.zillow.com/homedetails/137-S-Mill-Rd-West-Windsor-NJ-08550/39037657_zpid/,,,,3 bds | 2 ba | 1936 sqft,"Sun, 6/2/24",Coldwell Banker Residential Brokerage-Princeton Jc,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,149 ",717700,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2021,40.58055,-74.347336,8820,985000,285,3458,14810.4,0,,"33 Parker Rd, Edison, NJ 08820",https://www.zillow.com/homedetails/33-Parker-Rd-Edison-NJ-08820/39080651_zpid/,,,,Studio | 3458 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$6,022 ",1122400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2021,40.594822,-74.3524,8820,625000,,,24393.6,5,2,"18 Netherwood Cir, Edison, NJ 08820",https://www.zillow.com/homedetails/18-Netherwood-Cir-Edison-NJ-08820/55544670_zpid/,,,,5 bds | 2 ba ,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,198 ",784300,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2021,40.283424,-74.613686,8550,515000,231,2226,22398.55,3,2,"150 S Mill Rd, Princeton Junction, NJ 08550",https://www.zillow.com/homedetails/150-S-Mill-Rd-Princeton-Junction-NJ-08550/39036887_zpid/,,,,3 bds | 2 ba | 2226 sqft,"Sun, 6/2/24",BHHS Fox & Roach - Princeton,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$4,149 ",700100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2021,40.263657,-74.61437,8550,1130000,271,4165,15002.06,4,5,"5 Howell Ct, West Windsor, NJ 08550",https://www.zillow.com/homedetails/5-Howell-Ct-West-Windsor-NJ-08550/52631376_zpid/,,,,4 bds | 5 ba | 4165 sqft,"Sun, 6/2/24",Houwzer LLC-Haddonfield,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$7,567 ",1507600,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2021,40.511074,-74.42413,8817,500000,355,1410,33001.06,0,,"5 Edgemount Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/5-Edgemount-Rd-Edison-NJ-08817/39063478_zpid/,,,,Studio | 1410 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,499 ",661900,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2021,40.508755,-74.39387,8817,250000,226,1104,15799.21,0,,"182 Wilson Ave, Edison, NJ 08817",https://www.zillow.com/homedetails/182-Wilson-Ave-Edison-NJ-08817/39066010_zpid/,,,,Studio | 1104 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,999 ",567100,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2021,40.520256,-74.389824,8817,395000,303,1304,35283.6,3,2,"21 Kenmore Rd, Edison, NJ 08817",https://www.zillow.com/homedetails/21-Kenmore-Rd-Edison-NJ-08817/39082258_zpid/,,,,3 bds | 2 ba | 1304 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$3,300 ",531400,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2021,40.5385,-74.404976,8817,540000,169,3200,22999.68,5,4,"47 Plafsky Dr, Edison, NJ 08817",https://www.zillow.com/homedetails/47-Plafsky-Dr-Edison-NJ-08817/325532927_zpid/,,,,5 bds | 4 ba | 3200 sqft,"Sun, 6/2/24",,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$5,524 ",1034900,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2021,40.504616,-74.37966,8817,75000,,,18495.58,2,1,"2505 Woodbridge Ave 5M, Edison Twp., NJ 08817-5601",https://www.zillow.com/homedetails/2505-Woodbridge-Ave-5M-Edison-NJ-08817/2068408728_zpid/,,,,2 bds | 1 ba ,"Sun, 6/2/24",Rosa Agency,RECENTLY_SOLD,SINGLE_FAMILY,,,,"$2,100 ",287700,,,,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
